sample_index,true_label,predicted_intent,is_correct,keyword_hit,matched_emergency_terms,matched_movement_terms,parse_reason,false_action_from_unknown,asr_failed
1965,emergency,unknown,0,0,,,no_rule_hit,0,0
1966,unknown,unknown,1,0,,,no_rule_hit,0,0
1967,movement,unknown,0,0,,,no_rule_hit,0,0
1968,emergency,unknown,0,0,,,no_rule_hit,0,0
1969,emergency,unknown,0,0,,,no_rule_hit,0,0
1970,movement,unknown,0,0,,,no_rule_hit,0,0
1971,movement,unknown,0,0,,,no_rule_hit,0,0
1972,movement,unknown,0,0,,,no_rule_hit,0,0
1973,unknown,unknown,1,0,,,no_rule_hit,0,0
1974,unknown,unknown,1,0,,,no_rule_hit,0,0
1975,emergency,unknown,0,0,,,no_rule_hit,0,0
1976,unknown,unknown,1,0,,,no_rule_hit,0,0
1977,unknown,unknown,1,0,,,no_rule_hit,0,0
1978,unknown,unknown,1,0,,,no_rule_hit,0,0
1979,unknown,unknown,1,0,,,no_rule_hit,0,0
1980,unknown,unknown,1,0,,,no_rule_hit,0,0
1981,unknown,unknown,1,0,,,no_rule_hit,0,0
1982,unknown,unknown,1,0,,,no_rule_hit,0,0
1983,unknown,emergency,0,1,no,,emergency_precedence,1,0
1984,movement,unknown,0,0,,,no_rule_hit,0,0
1985,unknown,unknown,1,0,,,no_rule_hit,0,0
1986,movement,unknown,0,0,,,no_rule_hit,0,0
1987,unknown,unknown,1,0,,,no_rule_hit,0,0
1988,unknown,unknown,1,0,,,no_rule_hit,0,0
1989,movement,unknown,0,0,,,no_rule_hit,0,0
1990,emergency,unknown,0,0,,,no_rule_hit,0,0
1991,movement,unknown,0,0,,,no_rule_hit,0,0
1992,movement,unknown,0,0,,,no_rule_hit,0,0
1993,movement,unknown,0,0,,,no_rule_hit,0,0
1994,emergency,unknown,0,0,,,no_rule_hit,0,0
1995,unknown,movement,0,1,,go,movement_match,1,0
1996,movement,unknown,0,0,,,no_rule_hit,0,0
1997,movement,unknown,0,0,,,no_rule_hit,0,0
1998,movement,unknown,0,0,,,no_rule_hit,0,0
1999,movement,unknown,0,0,,,no_rule_hit,0,0
2000,movement,unknown,0,0,,,no_rule_hit,0,0
2001,unknown,unknown,1,0,,,no_rule_hit,0,0
2002,movement,unknown,0,0,,,no_rule_hit,0,0
2003,emergency,unknown,0,0,,,no_rule_hit,0,0
2004,movement,unknown,0,0,,,no_rule_hit,0,0
2005,unknown,unknown,1,0,,,no_rule_hit,0,0
2006,unknown,unknown,1,0,,,no_rule_hit,0,0
2007,movement,unknown,0,0,,,no_rule_hit,0,0
2008,emergency,unknown,0,0,,,no_rule_hit,0,0
2009,emergency,unknown,0,0,,,no_rule_hit,0,0
2010,unknown,unknown,1,0,,,no_rule_hit,0,0
2011,unknown,unknown,1,0,,,no_rule_hit,0,0
2012,movement,unknown,0,0,,,no_rule_hit,0,0
2013,emergency,unknown,0,0,,,no_rule_hit,0,0
2014,unknown,unknown,1,0,,,no_rule_hit,0,0
2015,unknown,unknown,1,0,,,no_rule_hit,0,0
2016,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2017,emergency,unknown,0,0,,,no_rule_hit,0,0
2018,unknown,unknown,1,0,,,no_rule_hit,0,0
2019,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2020,unknown,unknown,1,0,,,no_rule_hit,0,0
2021,unknown,unknown,1,0,,,no_rule_hit,0,0
2022,unknown,unknown,1,0,,,no_rule_hit,0,0
2023,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2024,movement,unknown,0,0,,,no_rule_hit,0,0
2025,emergency,unknown,0,0,,,no_rule_hit,0,0
2026,unknown,unknown,1,0,,,no_rule_hit,0,0
2027,movement,unknown,0,0,,,no_rule_hit,0,0
2028,movement,unknown,0,0,,,no_rule_hit,0,0
2029,unknown,unknown,1,0,,,no_rule_hit,0,0
2030,movement,unknown,0,0,,,no_rule_hit,0,0
2031,movement,unknown,0,0,,,no_rule_hit,0,0
2032,emergency,unknown,0,0,,,no_rule_hit,0,0
2033,movement,unknown,0,0,,,no_rule_hit,0,0
2034,movement,unknown,0,0,,,no_rule_hit,0,0
2035,emergency,unknown,0,0,,,no_rule_hit,0,0
2036,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2037,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2038,emergency,emergency,1,1,no,,emergency_precedence,0,0
2039,unknown,unknown,1,0,,,no_rule_hit,0,0
2040,emergency,emergency,1,1,stop,,emergency_precedence,0,0
2041,emergency,unknown,0,0,,,no_rule_hit,0,0
2042,unknown,unknown,1,0,,,no_rule_hit,0,0
2043,unknown,unknown,1,0,,,no_rule_hit,0,0
2044,unknown,unknown,1,0,,,no_rule_hit,0,0
2045,movement,unknown,0,0,,,no_rule_hit,0,0
2046,movement,unknown,0,0,,,no_rule_hit,0,0
2047,unknown,unknown,1,0,,,no_rule_hit,0,0
2048,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2049,emergency,unknown,0,0,,,no_rule_hit,0,0
2050,emergency,unknown,0,0,,,no_rule_hit,0,0
2051,emergency,unknown,0,0,,,no_rule_hit,0,0
2052,emergency,unknown,0,0,,,no_rule_hit,0,0
2053,emergency,unknown,0,0,,,no_rule_hit,0,0
2054,emergency,unknown,0,0,,,no_rule_hit,0,0
2055,movement,unknown,0,0,,,no_rule_hit,0,0
2056,movement,unknown,0,0,,,no_rule_hit,0,0
2057,emergency,unknown,0,0,,,no_rule_hit,0,0
2058,emergency,unknown,0,0,,,no_rule_hit,0,0
2059,unknown,unknown,1,0,,,no_rule_hit,0,0
2060,emergency,unknown,0,0,,,no_rule_hit,0,0
2061,emergency,emergency,1,1,no,,emergency_precedence,0,0
2062,unknown,unknown,1,0,,,no_rule_hit,0,0
2063,unknown,unknown,1,0,,,no_rule_hit,0,0
2064,unknown,unknown,1,0,,,no_rule_hit,0,0
2065,movement,unknown,0,0,,,no_rule_hit,0,0
2066,emergency,unknown,0,0,,,no_rule_hit,0,0
2067,unknown,unknown,1,0,,,no_rule_hit,0,0
2068,unknown,unknown,1,0,,,no_rule_hit,0,0
2069,emergency,unknown,0,0,,,no_rule_hit,0,0
2070,unknown,unknown,1,0,,,no_rule_hit,0,0
2071,emergency,unknown,0,0,,,no_rule_hit,0,0
2072,unknown,unknown,1,0,,,no_rule_hit,0,0
2073,unknown,unknown,1,0,,,no_rule_hit,0,0
2074,unknown,unknown,1,0,,,no_rule_hit,0,0
2075,unknown,unknown,1,0,,,no_rule_hit,0,0
2076,emergency,unknown,0,0,,,no_rule_hit,0,0
2077,unknown,unknown,1,0,,,no_rule_hit,0,0
2078,movement,unknown,0,0,,,no_rule_hit,0,0
2079,movement,unknown,0,0,,,no_rule_hit,0,0
2080,unknown,unknown,1,0,,,no_rule_hit,0,0
2081,movement,unknown,0,0,,,no_rule_hit,0,0
2082,movement,unknown,0,0,,,no_rule_hit,0,0
2083,unknown,unknown,1,0,,,no_rule_hit,0,0
2084,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2085,movement,movement,1,1,,go,movement_match,0,0
2086,emergency,unknown,0,0,,,no_rule_hit,0,0
2087,unknown,unknown,1,0,,,no_rule_hit,0,0
2088,unknown,unknown,1,0,,,no_rule_hit,0,0
2089,movement,emergency,0,1,no,,emergency_precedence,0,0
2090,unknown,unknown,1,0,,,no_rule_hit,0,0
2091,movement,unknown,0,0,,,no_rule_hit,0,0
2092,emergency,movement,0,1,,back,movement_match,0,0
2093,unknown,unknown,1,0,,,no_rule_hit,0,0
2094,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2095,movement,unknown,0,0,,,no_rule_hit,0,0
2096,emergency,unknown,0,0,,,no_rule_hit,0,0
2097,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2098,emergency,unknown,0,0,,,no_rule_hit,0,0
2099,unknown,unknown,1,0,,,no_rule_hit,0,0
2100,emergency,emergency,1,1,no,,emergency_precedence,0,0
2101,unknown,unknown,1,0,,,no_rule_hit,0,0
2102,movement,movement,1,1,,left,movement_match,0,0
2103,movement,unknown,0,0,,,no_rule_hit,0,0
2104,unknown,unknown,1,0,,,no_rule_hit,0,0
2105,emergency,unknown,0,0,,,no_rule_hit,0,0
2106,movement,unknown,0,0,,,no_rule_hit,0,0
2107,movement,unknown,0,0,,,no_rule_hit,0,0
2108,emergency,emergency,1,1,stop,,emergency_precedence,0,0
2109,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2110,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2111,emergency,unknown,0,0,,,no_rule_hit,0,0
2112,unknown,unknown,1,0,,,no_rule_hit,0,0
2113,unknown,unknown,1,0,,,no_rule_hit,0,0
2114,movement,unknown,0,0,,,no_rule_hit,0,0
2115,unknown,unknown,1,0,,,no_rule_hit,0,0
2116,movement,unknown,0,0,,,no_rule_hit,0,0
2117,movement,unknown,0,0,,,no_rule_hit,0,0
2118,unknown,unknown,1,0,,,no_rule_hit,0,0
2119,unknown,unknown,1,0,,,no_rule_hit,0,0
2120,unknown,unknown,1,0,,,no_rule_hit,0,0
2121,emergency,unknown,0,0,,,no_rule_hit,0,0
2122,movement,unknown,0,0,,,no_rule_hit,0,0
2123,unknown,unknown,1,0,,,no_rule_hit,0,0
2124,emergency,unknown,0,0,,,no_rule_hit,0,0
2125,emergency,unknown,0,0,,,no_rule_hit,0,0
2126,unknown,unknown,1,0,,,no_rule_hit,0,0
2127,unknown,unknown,1,0,,,no_rule_hit,0,0
2128,movement,unknown,0,0,,,no_rule_hit,0,0
2129,emergency,unknown,0,0,,,no_rule_hit,0,0
2130,unknown,unknown,1,0,,,no_rule_hit,0,0
2131,unknown,unknown,1,0,,,no_rule_hit,0,0
2132,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2133,movement,unknown,0,0,,,no_rule_hit,0,0
2134,unknown,movement,0,1,,go,movement_match,1,0
2135,movement,unknown,0,0,,,no_rule_hit,0,0
2136,unknown,unknown,1,0,,,no_rule_hit,0,0
2137,unknown,unknown,1,0,,,no_rule_hit,0,0
2138,emergency,unknown,0,0,,,no_rule_hit,0,0
2139,unknown,unknown,1,0,,,no_rule_hit,0,0
2140,emergency,movement,0,1,,go,movement_match,0,0
2141,emergency,unknown,0,0,,,no_rule_hit,0,0
2142,emergency,unknown,0,0,,,no_rule_hit,0,0
2143,emergency,unknown,0,0,,,no_rule_hit,0,0
2144,unknown,unknown,1,0,,,no_rule_hit,0,0
2145,movement,unknown,0,0,,,no_rule_hit,0,0
2146,emergency,emergency,1,1,no,,emergency_precedence,0,0
2147,movement,unknown,0,0,,,no_rule_hit,0,0
2148,emergency,unknown,0,0,,,no_rule_hit,0,0
2149,movement,unknown,0,0,,,no_rule_hit,0,0
2150,unknown,unknown,1,0,,,no_rule_hit,0,0
2151,unknown,unknown,1,0,,,no_rule_hit,0,0
2152,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2153,emergency,unknown,0,0,,,no_rule_hit,0,0
2154,movement,movement,1,1,,go,movement_match,0,0
2155,emergency,unknown,0,0,,,no_rule_hit,0,0
2156,unknown,unknown,1,0,,,no_rule_hit,0,0
2157,unknown,unknown,1,0,,,no_rule_hit,0,0
2158,movement,unknown,0,0,,,no_rule_hit,0,0
2159,movement,unknown,0,0,,,no_rule_hit,0,0
2160,movement,movement,1,1,,down,movement_match,0,0
2161,emergency,unknown,0,0,,,no_rule_hit,0,0
2162,emergency,unknown,0,0,,,no_rule_hit,0,0
2163,unknown,unknown,1,0,,,no_rule_hit,0,0
2164,emergency,unknown,0,0,,,no_rule_hit,0,0
2165,unknown,unknown,1,0,,,no_rule_hit,0,0
2166,movement,unknown,0,0,,,no_rule_hit,0,0
2167,emergency,unknown,0,0,,,no_rule_hit,0,0
2168,emergency,unknown,0,0,,,no_rule_hit,0,0
2169,movement,unknown,0,0,,,no_rule_hit,0,0
2170,emergency,emergency,1,1,no,,emergency_precedence,0,0
2171,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2172,movement,unknown,0,0,,,no_rule_hit,0,0
2173,emergency,emergency,1,1,no,,emergency_precedence,0,0
2174,unknown,unknown,1,0,,,no_rule_hit,0,0
2175,unknown,unknown,1,0,,,no_rule_hit,0,0
2176,unknown,unknown,1,0,,,no_rule_hit,0,0
2177,unknown,unknown,1,0,,,no_rule_hit,0,0
2178,emergency,movement,0,1,,go,movement_match,0,0
2179,movement,unknown,0,0,,,no_rule_hit,0,0
2180,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2181,movement,unknown,0,0,,,no_rule_hit,0,0
2182,movement,unknown,0,0,,,no_rule_hit,0,0
2183,unknown,unknown,1,0,,,no_rule_hit,0,0
2184,emergency,unknown,0,0,,,no_rule_hit,0,0
2185,emergency,unknown,0,0,,,no_rule_hit,0,0
2186,movement,unknown,0,0,,,no_rule_hit,0,0
2187,movement,unknown,0,0,,,no_rule_hit,0,0
2188,movement,unknown,0,0,,,no_rule_hit,0,0
2189,movement,movement,1,1,,go,movement_match,0,0
2190,unknown,unknown,1,0,,,no_rule_hit,0,0
2191,emergency,unknown,0,0,,,no_rule_hit,0,0
2192,unknown,unknown,1,0,,,no_rule_hit,0,0
2193,emergency,unknown,0,0,,,no_rule_hit,0,0
2194,movement,unknown,0,0,,,no_rule_hit,0,0
2195,unknown,unknown,1,0,,,no_rule_hit,0,0
2196,emergency,unknown,0,0,,,no_rule_hit,0,0
2197,unknown,unknown,1,0,,,no_rule_hit,0,0
2198,emergency,unknown,0,0,,,no_rule_hit,0,0
2199,movement,unknown,0,0,,,no_rule_hit,0,0
2200,emergency,unknown,0,0,,,no_rule_hit,0,0
2201,emergency,unknown,0,0,,,no_rule_hit,0,0
2202,movement,unknown,0,0,,,no_rule_hit,0,0
2203,unknown,unknown,1,0,,,no_rule_hit,0,0
2204,unknown,unknown,1,0,,,no_rule_hit,0,0
2205,unknown,unknown,1,0,,,no_rule_hit,0,0
2206,emergency,emergency,1,1,danger,,emergency_precedence,0,0
2207,emergency,unknown,0,0,,,no_rule_hit,0,0
2208,emergency,emergency,1,1,stop,,emergency_precedence,0,0
2209,emergency,unknown,0,0,,,no_rule_hit,0,0
2210,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2211,unknown,unknown,1,0,,,no_rule_hit,0,0
2212,unknown,unknown,1,0,,,no_rule_hit,0,0
2213,emergency,unknown,0,0,,,no_rule_hit,0,0
2214,emergency,emergency,1,1,no,,emergency_precedence,0,0
2215,movement,unknown,0,0,,,no_rule_hit,0,0
2216,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2217,unknown,unknown,1,0,,,no_rule_hit,0,0
2218,unknown,unknown,1,0,,,no_rule_hit,0,0
2219,unknown,unknown,1,0,,,no_rule_hit,0,0
2220,movement,unknown,0,0,,,no_rule_hit,0,0
2221,movement,movement,1,1,,go,movement_match,0,0
2222,movement,unknown,0,0,,,no_rule_hit,0,0
2223,movement,unknown,0,0,,,no_rule_hit,0,0
2224,movement,unknown,0,0,,,no_rule_hit,0,0
2225,movement,unknown,0,0,,,no_rule_hit,0,0
2226,unknown,unknown,1,0,,,no_rule_hit,0,0
2227,unknown,unknown,1,0,,,no_rule_hit,0,0
2228,emergency,unknown,0,0,,,no_rule_hit,0,0
2229,unknown,unknown,1,0,,,no_rule_hit,0,0
2230,emergency,movement,0,1,,go,movement_match,0,0
2231,movement,unknown,0,0,,,no_rule_hit,0,0
2232,movement,unknown,0,0,,,no_rule_hit,0,0
2233,unknown,unknown,1,0,,,no_rule_hit,0,0
2234,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2235,unknown,unknown,1,0,,,no_rule_hit,0,0
2236,unknown,movement,0,1,,back,movement_match,1,0
2237,emergency,unknown,0,0,,,no_rule_hit,0,0
2238,unknown,unknown,1,0,,,no_rule_hit,0,0
2239,movement,unknown,0,0,,,no_rule_hit,0,0
2240,emergency,unknown,0,0,,,no_rule_hit,0,0
2241,emergency,unknown,0,0,,,no_rule_hit,0,0
2242,movement,unknown,0,0,,,no_rule_hit,0,0
2243,unknown,unknown,1,0,,,no_rule_hit,0,0
2244,emergency,unknown,0,0,,,no_rule_hit,0,0
2245,emergency,unknown,0,0,,,no_rule_hit,0,0
2246,unknown,unknown,1,0,,,no_rule_hit,0,0
2247,unknown,unknown,1,0,,,no_rule_hit,0,0
2248,emergency,unknown,0,0,,,no_rule_hit,0,0
2249,movement,unknown,0,0,,,no_rule_hit,0,0
2250,emergency,unknown,0,0,,,no_rule_hit,0,0
2251,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2252,movement,unknown,0,0,,,no_rule_hit,0,0
2253,unknown,unknown,1,0,,,no_rule_hit,0,0
2254,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2255,unknown,unknown,1,0,,,no_rule_hit,0,0
2256,movement,movement,1,1,,down,movement_match,0,0
2257,emergency,unknown,0,0,,,no_rule_hit,0,0
2258,movement,unknown,0,0,,,no_rule_hit,0,0
2259,unknown,unknown,1,0,,,no_rule_hit,0,0
2260,emergency,emergency,1,1,stop,,emergency_precedence,0,0
2261,unknown,unknown,1,0,,,no_rule_hit,0,0
2262,unknown,unknown,1,0,,,no_rule_hit,0,0
2263,movement,unknown,0,0,,,no_rule_hit,0,0
2264,emergency,unknown,0,0,,,no_rule_hit,0,0
2265,unknown,unknown,1,0,,,no_rule_hit,0,0
2266,unknown,unknown,1,0,,,no_rule_hit,0,0
2267,unknown,unknown,1,0,,,no_rule_hit,0,0
2268,unknown,unknown,1,0,,,no_rule_hit,0,0
2269,unknown,unknown,1,0,,,no_rule_hit,0,0
2270,movement,unknown,0,0,,,no_rule_hit,0,0
2271,emergency,unknown,0,0,,,no_rule_hit,0,0
2272,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2273,movement,unknown,0,0,,,no_rule_hit,0,0
2274,movement,unknown,0,0,,,no_rule_hit,0,0
2275,emergency,unknown,0,0,,,no_rule_hit,0,0
2276,emergency,unknown,0,0,,,no_rule_hit,0,0
2277,movement,unknown,0,0,,,no_rule_hit,0,0
2278,movement,unknown,0,0,,,no_rule_hit,0,0
2279,unknown,unknown,1,0,,,no_rule_hit,0,0
2280,movement,unknown,0,0,,,no_rule_hit,0,0
2281,unknown,unknown,1,0,,,no_rule_hit,0,0
2282,unknown,unknown,1,0,,,no_rule_hit,0,0
2283,unknown,unknown,1,0,,,no_rule_hit,0,0
2284,unknown,unknown,1,0,,,no_rule_hit,0,0
2285,emergency,unknown,0,0,,,no_rule_hit,0,0
2286,emergency,unknown,0,0,,,no_rule_hit,0,0
2287,unknown,unknown,1,0,,,no_rule_hit,0,0
2288,unknown,unknown,1,0,,,no_rule_hit,0,0
2289,movement,unknown,0,0,,,no_rule_hit,0,0
2290,unknown,unknown,1,0,,,no_rule_hit,0,0
2291,movement,unknown,0,0,,,no_rule_hit,0,0
2292,unknown,unknown,1,0,,,no_rule_hit,0,0
2293,movement,movement,1,1,,up,movement_match,0,0
2294,unknown,unknown,1,0,,,no_rule_hit,0,0
2295,movement,unknown,0,0,,,no_rule_hit,0,0
2296,movement,unknown,0,0,,,no_rule_hit,0,0
2297,movement,emergency,0,1,no,,emergency_precedence,0,0
2298,unknown,unknown,1,0,,,no_rule_hit,0,0
2299,movement,unknown,0,0,,,no_rule_hit,0,0
2300,emergency,emergency,1,1,no,,emergency_precedence,0,0
2301,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2302,emergency,unknown,0,0,,,no_rule_hit,0,0
2303,unknown,unknown,1,0,,,no_rule_hit,0,0
2304,unknown,unknown,1,0,,,no_rule_hit,0,0
2305,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2306,emergency,unknown,0,0,,,no_rule_hit,0,0
2307,movement,movement,1,1,,come on,movement_match,0,0
2308,movement,unknown,0,0,,,no_rule_hit,0,0
2309,movement,unknown,0,0,,,no_rule_hit,0,0
2310,movement,unknown,0,0,,,no_rule_hit,0,0
2311,movement,unknown,0,0,,,no_rule_hit,0,0
2312,emergency,unknown,0,0,,,no_rule_hit,0,0
2313,emergency,unknown,0,0,,,no_rule_hit,0,0
2314,emergency,unknown,0,0,,,no_rule_hit,0,0
2315,emergency,unknown,0,0,,,no_rule_hit,0,0
2316,movement,unknown,0,0,,,no_rule_hit,0,0
2317,emergency,emergency,1,1,stop,,emergency_precedence,0,0
2318,movement,unknown,0,0,,,no_rule_hit,0,0
2319,movement,movement,1,1,,go,movement_match,0,0
2320,emergency,unknown,0,0,,,no_rule_hit,0,0
2321,movement,unknown,0,0,,,no_rule_hit,0,0
2322,unknown,unknown,1,0,,,no_rule_hit,0,0
2323,unknown,unknown,1,0,,,no_rule_hit,0,0
2324,movement,unknown,0,0,,,no_rule_hit,0,0
2325,movement,unknown,0,0,,,no_rule_hit,0,0
2326,movement,unknown,0,0,,,no_rule_hit,0,0
2327,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2328,emergency,unknown,0,0,,,no_rule_hit,0,0
2329,unknown,unknown,1,0,,,no_rule_hit,0,0
2330,emergency,unknown,0,0,,,no_rule_hit,0,0
2331,movement,unknown,0,0,,,no_rule_hit,0,0
2332,unknown,unknown,1,0,,,no_rule_hit,0,0
2333,movement,unknown,0,0,,,no_rule_hit,0,0
2334,movement,unknown,0,0,,,no_rule_hit,0,0
2335,movement,movement,1,1,,left,movement_match,0,0
2336,emergency,unknown,0,0,,,no_rule_hit,0,0
2337,unknown,unknown,1,0,,,no_rule_hit,0,0
2338,unknown,unknown,1,0,,,no_rule_hit,0,0
2339,unknown,unknown,1,0,,,no_rule_hit,0,0
2340,movement,unknown,0,0,,,no_rule_hit,0,0
2341,unknown,unknown,1,0,,,no_rule_hit,0,0
2342,emergency,unknown,0,0,,,no_rule_hit,0,0
2343,emergency,unknown,0,0,,,no_rule_hit,0,0
2344,emergency,unknown,0,0,,,no_rule_hit,0,0
2345,movement,unknown,0,0,,,no_rule_hit,0,0
2346,movement,unknown,0,0,,,no_rule_hit,0,0
2347,emergency,unknown,0,0,,,no_rule_hit,0,0
2348,emergency,unknown,0,0,,,no_rule_hit,0,0
2349,unknown,unknown,1,0,,,no_rule_hit,0,0
2350,unknown,unknown,1,0,,,no_rule_hit,0,0
2351,unknown,unknown,1,0,,,no_rule_hit,0,0
2352,movement,unknown,0,0,,,no_rule_hit,0,0
2353,emergency,emergency,1,1,stop,,emergency_precedence,0,0
2354,emergency,emergency,1,1,stop,,emergency_precedence,0,0
2355,movement,unknown,0,0,,,no_rule_hit,0,0
2356,unknown,unknown,1,0,,,no_rule_hit,0,0
2357,emergency,unknown,0,0,,,no_rule_hit,0,0
2358,movement,unknown,0,0,,,no_rule_hit,0,0
2359,unknown,unknown,1,0,,,no_rule_hit,0,0
2360,unknown,unknown,1,0,,,no_rule_hit,0,0
2361,unknown,unknown,1,0,,,no_rule_hit,0,0
2362,emergency,emergency,1,1,no,,emergency_precedence,0,0
2363,emergency,unknown,0,0,,,no_rule_hit,0,0
2364,unknown,unknown,1,0,,,no_rule_hit,0,0
2365,unknown,unknown,1,0,,,no_rule_hit,0,0
2366,unknown,unknown,1,0,,,no_rule_hit,0,0
2367,emergency,movement,0,1,,go,movement_match,0,0
2368,unknown,unknown,1,0,,,no_rule_hit,0,0
2369,movement,unknown,0,0,,,no_rule_hit,0,0
2370,emergency,unknown,0,0,,,no_rule_hit,0,0
2371,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2372,movement,unknown,0,0,,,no_rule_hit,0,0
2373,movement,unknown,0,0,,,no_rule_hit,0,0
2374,emergency,emergency,1,1,no,,emergency_precedence,0,0
2375,unknown,unknown,1,0,,,no_rule_hit,0,0
2376,unknown,unknown,1,0,,,no_rule_hit,0,0
2377,movement,unknown,0,0,,,no_rule_hit,0,0
2378,movement,unknown,0,0,,,no_rule_hit,0,0
2379,movement,unknown,0,0,,,no_rule_hit,0,0
2380,unknown,unknown,1,0,,,no_rule_hit,0,0
2381,unknown,unknown,1,0,,,no_rule_hit,0,0
2382,movement,movement,1,1,,down,movement_match,0,0
2383,emergency,emergency,1,1,no,,emergency_precedence,0,0
2384,movement,unknown,0,0,,,no_rule_hit,0,0
2385,movement,unknown,0,0,,,no_rule_hit,0,0
2386,emergency,unknown,0,0,,,no_rule_hit,0,0
2387,emergency,unknown,0,0,,,no_rule_hit,0,0
2388,movement,unknown,0,0,,,no_rule_hit,0,0
2389,emergency,emergency,1,1,no,,emergency_precedence,0,0
2390,movement,unknown,0,0,,,no_rule_hit,0,0
2391,emergency,unknown,0,0,,,no_rule_hit,0,0
2392,emergency,unknown,0,0,,,no_rule_hit,0,0
2393,emergency,emergency,1,1,no,,emergency_precedence,0,0
2394,movement,unknown,0,0,,,no_rule_hit,0,0
2395,movement,unknown,0,0,,,no_rule_hit,0,0
2396,movement,unknown,0,0,,,no_rule_hit,0,0
2397,unknown,unknown,1,0,,,no_rule_hit,0,0
2398,unknown,unknown,1,0,,,no_rule_hit,0,0
2399,unknown,unknown,1,0,,,no_rule_hit,0,0
2400,emergency,unknown,0,0,,,no_rule_hit,0,0
2401,unknown,unknown,1,0,,,no_rule_hit,0,0
2402,emergency,unknown,0,0,,,no_rule_hit,0,0
2403,unknown,unknown,1,0,,,no_rule_hit,0,0
2404,emergency,unknown,0,0,,,no_rule_hit,0,0
2405,emergency,unknown,0,0,,,no_rule_hit,0,0
2406,movement,unknown,0,0,,,no_rule_hit,0,0
2407,movement,unknown,0,0,,,no_rule_hit,0,0
2408,unknown,unknown,1,0,,,no_rule_hit,0,0
2409,unknown,unknown,1,0,,,no_rule_hit,0,0
2410,unknown,unknown,1,0,,,no_rule_hit,0,0
2411,unknown,unknown,1,0,,,no_rule_hit,0,0
2412,movement,movement,1,1,,go,movement_match,0,0
2413,emergency,unknown,0,0,,,no_rule_hit,0,0
2414,movement,unknown,0,0,,,no_rule_hit,0,0
2415,movement,unknown,0,0,,,no_rule_hit,0,0
2416,emergency,unknown,0,0,,,no_rule_hit,0,0
2417,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2418,movement,unknown,0,0,,,no_rule_hit,0,0
2419,movement,unknown,0,0,,,no_rule_hit,0,0
2420,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2421,emergency,unknown,0,0,,,no_rule_hit,0,0
2422,emergency,unknown,0,0,,,no_rule_hit,0,0
2423,unknown,unknown,1,0,,,no_rule_hit,0,0
2424,unknown,unknown,1,0,,,no_rule_hit,0,0
2425,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2426,emergency,unknown,0,0,,,no_rule_hit,0,0
2427,emergency,unknown,0,0,,,no_rule_hit,0,0
2428,unknown,unknown,1,0,,,no_rule_hit,0,0
2429,emergency,unknown,0,0,,,no_rule_hit,0,0
2430,movement,unknown,0,0,,,no_rule_hit,0,0
2431,emergency,emergency,1,1,wow,,emergency_precedence,0,0
2432,emergency,unknown,0,0,,,no_rule_hit,0,0
2433,emergency,unknown,0,0,,,no_rule_hit,0,0
2434,unknown,unknown,1,0,,,no_rule_hit,0,0
2435,movement,unknown,0,0,,,no_rule_hit,0,0
2436,emergency,unknown,0,0,,,no_rule_hit,0,0
2437,movement,unknown,0,0,,,no_rule_hit,0,0
2438,emergency,emergency,1,1,no,,emergency_precedence,0,0
2439,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2440,movement,unknown,0,0,,,no_rule_hit,0,0
2441,emergency,emergency,1,1,yes,,emergency_precedence,0,0
2442,movement,unknown,0,0,,,no_rule_hit,0,0
2443,unknown,unknown,1,0,,,no_rule_hit,0,0
2444,emergency,unknown,0,0,,,no_rule_hit,0,0
2445,unknown,unknown,1,0,,,no_rule_hit,0,0
2446,movement,unknown,0,0,,,no_rule_hit,0,0
2447,emergency,unknown,0,0,,,no_rule_hit,0,0
2448,movement,unknown,0,0,,,no_rule_hit,0,0
