language,dataset_name,sample_id,canonical_label,raw_utterance_text,normalized_utterance_text,english_gloss,lexical_domain_tag,split,include_flag,exclusion_reason
Quechua,quechua,audios/15515.wav,excluded,"Kawsayqa manan samayninpichu tupukun, ichaqa kawsasqaykikuna samayninta.","kawsayqa manan samayninpichu tupukun, ichaqa kawsasqaykikuna samayninta.",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15516.wav,excluded,Kusi kusichaqa parananpaqmi uraykamun,kusi kusichaqa parananpaqmi uraykamun,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15517.wav,emergency,Paqarinmi mamayqa punchu awayta tukunqa.,paqarinmi mamayqa punchu awayta tukunqa.,NA,other,test,1,
Quechua,quechua,audios/15518.wav,excluded,Hat’aqutaqa yuyutahinam ima mikhuypipas wayk’ukunapuni,hat’aqutaqa yuyutahinam ima mikhuypipas wayk’ukunapuni,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15519.wav,normal,Manan imapas sasaqa kanchu,manan imapas sasaqa kanchu,NA,other,test,1,
Quechua,quechua,audios/15520.wav,excluded,Yuthuqa kinsa runtullantan churan,yuthuqa kinsa runtullantan churan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15521.wav,normal,Wak asna api p’ukupi kashan,wak asna api p’ukupi kashan,NA,other,train,1,
Quechua,quechua,audios/15522.wav,emergency,Ch'isi tutan yachay wasipa qhawanankunata p'akirusqaku,ch'isi tutan yachay wasipa qhawanankunata p'akirusqaku,NA,other,test,1,
Quechua,quechua,audios/15523.wav,normal,Qankuna qoncho qochapi kashankichis,qankuna qoncho qochapi kashankichis,NA,other,train,1,
Quechua,quechua,audios/15524.wav,excluded,Chay chuchu ichhuqa nishu ch´akin manan  wawakunapas mikhunkuchu,chay chuchu ichhuqa nishu ch ́akin manan wawakunapas mikhunkuchu,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15525.wav,normal,Noqanchis hampiqkamayuqta yanapanchis,noqanchis hampiqkamayuqta yanapanchis,NA,other,test,1,
Quechua,quechua,audios/15526.wav,normal,Sapallanmi chay runaqa waqtuta ukyarapusqa,sapallanmi chay runaqa waqtuta ukyarapusqa,NA,other,test,1,
Quechua,quechua,audios/15527.wav,excluded,Thantayay,thantayay,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15528.wav,normal,Qori t'ika hat'un t'antata rakirparin,qori t'ika hat'un t'antata rakirparin,NA,other,test,1,
Quechua,quechua,audios/15529.wav,excluded,Kakanku phawan,kakanku phawan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15530.wav,excluded,Kay sumaq llaqtapi tiyayku,kay sumaq llaqtapi tiyayku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15531.wav,excluded,Ch’unchull khipuwanmi chay runaqa wañuran,ch’unchull khipuwanmi chay runaqa wañuran,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15532.wav,normal,Q’oya ichuqa unuyuq oqokunapi allinta wiñan,q’oya ichuqa unuyuq oqokunapi allinta wiñan,NA,other,train,1,
Quechua,quechua,audios/15533.wav,emergency,Paña makinpi k'illa kachqa,paña makinpi k'illa kachqa,NA,other,test,1,
Quechua,quechua,audios/15534.wav,excluded,Huk camionmi warmita sarurapun,huk camionmi warmita sarurapun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15535.wav,excluded,¿Pitaq chay t’ikakunatari t´irarun?,¿pitaq chay t’ikakunatari t ́irarun?,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15536.wav,emergency,Chiri hawas mikhuyqa ch’unchullninchista khipuchin,chiri hawas mikhuyqa ch’unchullninchista khipuchin,NA,other,test,1,
Quechua,quechua,audios/15537.wav,emergency,"P’achaykipas, sapatupas, makillaykipi kachun.","p’achaykipas, sapatupas, makillaykipi kachun.",NA,other,test,1,
Quechua,quechua,audios/15538.wav,normal,Kuchuna,kuchuna,NA,other,train,1,
Quechua,quechua,audios/15539.wav,excluded,Uywataqa allin ichhupi yakuq kasqanpin wataramunki,uywataqa allin ichhupi yakuq kasqanpin wataramunki,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15540.wav,emergency,Chay warmiqa llapallantan chiqnikun,chay warmiqa llapallantan chiqnikun,NA,other,test,1,
Quechua,quechua,audios/15541.wav,emergency,¿Hayk'aqtaq suwakusqanta watupakuran?,¿hayk'aqtaq suwakusqanta watupakuran?,NA,other,test,1,
Quechua,quechua,audios/15542.wav,normal,Q éwi,q éwi,NA,other,test,1,
Quechua,quechua,audios/15543.wav,excluded,Hamuqtinqa tususunchismi,hamuqtinqa tususunchismi,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15544.wav,normal,Manan hayk´aqpas yacharanichu wak runa kusichiwananta.,manan hayk ́aqpas yacharanichu wak runa kusichiwananta.,NA,other,test,1,
Quechua,quechua,audios/15545.wav,excluded,Muyu muyu wayraqa hallp´ata huqarisparaq muyun.,muyu muyu wayraqa hallp ́ata huqarisparaq muyun.,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15546.wav,normal,Uywankuta michinku,uywankuta michinku,NA,other,train,1,
Quechua,quechua,audios/15547.wav,excluded,P’itiy,p’itiy,NA,other,dev,0,non_canonical_emotion_label
Quechua,quechua,audios/15548.wav,normal,Wiksa allin kayqa saphin llapan imapas allin kananpaq.,wiksa allin kayqa saphin llapan imapas allin kananpaq.,NA,other,test,1,
Quechua,quechua,audios/15549.wav,emergency,¿Maypitaq tiyan chay ch’aska ñawi sipasri?,¿maypitaq tiyan chay ch’aska ñawi sipasri?,NA,other,test,1,
Quechua,quechua,audios/15550.wav,excluded,Payqa cheqaqtan niqa,payqa cheqaqtan niqa,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15551.wav,normal,Truchakuna mayupi kashan,truchakuna mayupi kashan,NA,other,test,1,
Quechua,quechua,audios/15552.wav,normal,Waylluyqa allinmi.,waylluyqa allinmi.,NA,other,train,1,
Quechua,quechua,audios/15553.wav,emergency,Aqha suysunaqa mana ninriyuqmi.,aqha suysunaqa mana ninriyuqmi.,NA,other,test,1,
Quechua,quechua,audios/15554.wav,excluded,Tarpuy mit´a,tarpuy mit ́a,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15555.wav,normal,Machula t’ikakunamanta moqokama purin,machula t’ikakunamanta moqokama purin,NA,other,train,1,
Quechua,quechua,audios/15556.wav,emergency,Machasqa runa pasaqta maqasqa chunka ishkayniyuq warmi erqeta runakunaq pasanan ñanpi.,machasqa runa pasaqta maqasqa chunka ishkayniyuq warmi erqeta runakunaq pasanan ñanpi.,NA,other,train,1,
Quechua,quechua,audios/15557.wav,normal,"Manan qhepata kutiyta atikunñachu, ichaqa allin ñawpaqman puriytan tarina.","manan qhepata kutiyta atikunñachu, ichaqa allin ñawpaqman puriytan tarina.",NA,other,test,1,
Quechua,quechua,audios/15558.wav,excluded,Kay lisas chupichaqa mishk’ipuni kasqa,kay lisas chupichaqa mishk’ipuni kasqa,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15559.wav,normal,Kulli sarata t’impuchispa kulli aqhataqa ruwanku,kulli sarata t’impuchispa kulli aqhataqa ruwanku,NA,other,test,1,
Quechua,quechua,audios/15560.wav,excluded,Chay chuchu ichhuqa nishu ch´akin manan  wawakunapas mikhunkuchu,chay chuchu ichhuqa nishu ch ́akin manan wawakunapas mikhunkuchu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15561.wav,excluded,"Hampitan kallpayuq kanaypaq ukhiyarani, ichaqa manan imtapas yanapawanchu.","hampitan kallpayuq kanaypaq ukhiyarani, ichaqa manan imtapas yanapawanchu.",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15562.wav,excluded,Unuqa ancha allinmi kurkunchispaq hinallataq qhalilla kananchispaq,unuqa ancha allinmi kurkunchispaq hinallataq qhalilla kananchispaq,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15563.wav,excluded,Ch’uya,ch’uya,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15564.wav,excluded,Chay rimarisqayraykun maqanarukun,chay rimarisqayraykun maqanarukun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15565.wav,emergency,Kay pachapiqa tukuy imapas kuyunmi,kay pachapiqa tukuy imapas kuyunmi,NA,other,test,1,
Quechua,quechua,audios/15566.wav,emergency,Llapan qolqeymi suwasqa kunantaq manan imatapas ruwayta atinichu.,llapan qolqeymi suwasqa kunantaq manan imatapas ruwayta atinichu.,NA,other,test,1,
Quechua,quechua,audios/15567.wav,excluded,Warmi qharin puñusharanku,warmi qharin puñusharanku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15568.wav,normal,Ñawinchaytan paqarin yachachisqayki,ñawinchaytan paqarin yachachisqayki,NA,other,test,1,
Quechua,quechua,audios/15569.wav,normal,Paywanmi qhatuna wasipi tuparani,paywanmi qhatuna wasipi tuparani,NA,other,test,1,
Quechua,quechua,audios/15570.wav,emergency,Manan pipas qhelli runakunataqa rikuyta munanchu,manan pipas qhelli runakunataqa rikuyta munanchu,NA,other,test,1,
Quechua,quechua,audios/15571.wav,excluded,"Mana paraqtinqa, hanaq pachapas anqasmanraqmi tukupun","mana paraqtinqa, hanaq pachapas anqasmanraqmi tukupun",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15572.wav,normal,Mana allin theqtichina kan,mana allin theqtichina kan,NA,other,train,1,
Quechua,quechua,audios/15573.wav,normal,"Llapan warmikunapin atiyniyuq kallpa tarikun, qhapaq yachay, kallpa ñawpaq yachaywanpuni.","llapan warmikunapin atiyniyuq kallpa tarikun, qhapaq yachay, kallpa ñawpaq yachaywanpuni.",NA,other,train,1,
Quechua,quechua,audios/15574.wav,normal,Mana waqaychakuspalla pukllaqtinchisqa urmayusunmanmi,mana waqaychakuspalla pukllaqtinchisqa urmayusunmanmi,NA,other,test,1,
Quechua,quechua,audios/15575.wav,excluded,¿Manachu winkuwan aqhataqa rakiwaq?,¿manachu winkuwan aqhataqa rakiwaq?,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15576.wav,normal,Ñankunapi tiyaq runakuna chaka ukhupi puñunku sapa tuta.,ñankunapi tiyaq runakuna chaka ukhupi puñunku sapa tuta.,NA,other,test,1,
Quechua,quechua,audios/15577.wav,normal,Wanay,wanay,NA,other,test,1,
Quechua,quechua,audios/15578.wav,excluded,"Allintan yachasqay qhepaman, tapuykunata allin yupaywan pasani.","allintan yachasqay qhepaman, tapuykunata allin yupaywan pasani.",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15579.wav,normal,Warmipura mikhunata wayk’unku,warmipura mikhunata wayk’unku,NA,other,train,1,
Quechua,quechua,audios/15580.wav,excluded,Papakunata wayk'usunchis,papakunata wayk'usunchis,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15581.wav,excluded,Peruq hatun kusi raymin,peruq hatun kusi raymin,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15582.wav,excluded,Ayriway killapin kiwnataqa pallanchis,ayriway killapin kiwnataqa pallanchis,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15583.wav,excluded,Respetuwan,respetuwan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15584.wav,emergency,Chaka tulluymi nanawan͘,chaka tulluymi nanawan͘,NA,other,test,1,
Quechua,quechua,audios/15585.wav,emergency,Pablopiwanmi hamusqa,pablopiwanmi hamusqa,NA,other,train,1,
Quechua,quechua,audios/15586.wav,excluded,Vacunakunaqa onqoymantan hark'awanchis,vacunakunaqa onqoymantan hark'awanchis,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15587.wav,excluded,Payqa Lima llaqtapi tiyan,payqa lima llaqtapi tiyan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15588.wav,excluded,Llaqtaypi taytacha Euleteriota hatunchaspa raymichanku,llaqtaypi taytacha euleteriota hatunchaspa raymichanku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15589.wav,normal,Hatun mankaman hich'ay unuta hinaspa astawan apamuy,hatun mankaman hich'ay unuta hinaspa astawan apamuy,NA,other,test,1,
Quechua,quechua,audios/15590.wav,excluded,Noqan yachachiq kasaq,noqan yachachiq kasaq,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15591.wav,excluded,Waynaqa wawqenwanmi ñut'upashan,waynaqa wawqenwanmi ñut'upashan,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15592.wav,normal,Qan chocolatita munanki,qan chocolatita munanki,NA,other,test,1,
Quechua,quechua,audios/15593.wav,excluded,Almakunaq p’unchawninpiqa saksanaykamapuni mikhurani,almakunaq p’unchawninpiqa saksanaykamapuni mikhurani,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15594.wav,excluded,Nishu llakisqalla kaqtinchisqa sonqonchismi sayarunman,nishu llakisqalla kaqtinchisqa sonqonchismi sayarunman,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15595.wav,excluded,"Ch´usaq pampapi sapallan kashan, ashkha runapihina sapallan.","ch ́usaq pampapi sapallan kashan, ashkha runapihina sapallan.",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15596.wav,emergency,Kawsaynin,kawsaynin,NA,other,test,1,
Quechua,quechua,audios/15597.wav,normal,K'aspimanta ñaqch'aqa ruwakuyta atikunmanmi,k'aspimanta ñaqch'aqa ruwakuyta atikunmanmi,NA,other,train,1,
Quechua,quechua,audios/15598.wav,normal,Chakra tarpunaykupaq raymichay,chakra tarpunaykupaq raymichay,NA,other,test,1,
Quechua,quechua,audios/15599.wav,excluded,Qayra michiqa ch’umpi uqi,qayra michiqa ch’umpi uqi,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15600.wav,excluded,Kay sara apiqa ancha pipun kashan,kay sara apiqa ancha pipun kashan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15601.wav,excluded,Sara sarapi tuparanchis,sara sarapi tuparanchis,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15602.wav,excluded,Wik´uñakunaqa huñusqallapin purinku,wik ́uñakunaqa huñusqallapin purinku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15603.wav,normal,Ichaqa mamay huch’uylla,ichaqa mamay huch’uylla,NA,other,train,1,
Quechua,quechua,audios/15604.wav,excluded,Hallmay,hallmay,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15605.wav,emergency,Sipasqa sapallansi ch’ukllanmanta chitanta qhawan.,sipasqa sapallansi ch’ukllanmanta chitanta qhawan.,NA,other,test,1,
Quechua,quechua,audios/15606.wav,emergency,"Hawa runakunaq karrunkuna urmayusqan qhepamanqa, runakunaq qapariyninmi uyarikuran.","hawa runakunaq karrunkuna urmayusqan qhepamanqa, runakunaq qapariyninmi uyarikuran.",NA,other,test,1,
Quechua,quechua,audios/15607.wav,excluded,Munapayasqa runakunaqa mana allin rikusqan,munapayasqa runakunaqa mana allin rikusqan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15608.wav,normal,P´uyñu,p ́uyñu,NA,other,test,1,
Quechua,quechua,audios/15609.wav,normal,Manan millay  imapas kanchu aswanpas wasipi onqosqa runahina.,manan millay imapas kanchu aswanpas wasipi onqosqa runahina.,NA,other,train,1,
Quechua,quechua,audios/15610.wav,excluded,Tarpuy killapaqñan chayamusaq,tarpuy killapaqñan chayamusaq,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15611.wav,excluded,Rakisqa cuadruta qhawasunchis,rakisqa cuadruta qhawasunchis,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15612.wav,excluded,"Llapanmi imaynallapipas kasqan kanchis, ichaqa wañuy llapanchista suyawanchis.","llapanmi imaynallapipas kasqan kanchis, ichaqa wañuy llapanchista suyawanchis.",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15613.wav,excluded,Ninkun ñawpa runakunaqa ukumari qarawanmi p'achakuranku,ninkun ñawpa runakunaqa ukumari qarawanmi p'achakuranku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15614.wav,normal,Lloqlla,lloqlla,NA,other,test,1,
Quechua,quechua,audios/15615.wav,excluded,Chakrayuqmi llank'aqninkunamanqa hunt'asqa papapi qopun,chakrayuqmi llank'aqninkunamanqa hunt'asqa papapi qopun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15616.wav,normal,Chay ruwayta mana chaskisqachu millaypunin chayqa consejo viceministro nisqakunamanta hamuq.,chay ruwayta mana chaskisqachu millaypunin chayqa consejo viceministro nisqakunamanta hamuq.,NA,other,train,1,
Quechua,quechua,audios/15617.wav,emergency,Millaykunata mushkhispa sasapunin hark´ay millayta kurpunchis ruwanman.,millaykunata mushkhispa sasapunin hark ́ay millayta kurpunchis ruwanman.,NA,other,test,1,
Quechua,quechua,audios/15618.wav,normal,Manan waylluytaqa huchapi t´ikachinachu.,manan waylluytaqa huchapi t ́ikachinachu.,NA,other,train,1,
Quechua,quechua,audios/15619.wav,normal,Machula t’ikakunamanta moqokama purin,machula t’ikakunamanta moqokama purin,NA,other,test,1,
Quechua,quechua,audios/15620.wav,normal,Sara tarpusqanchisqa ñan ch'ichiramunqa,sara tarpusqanchisqa ñan ch'ichiramunqa,NA,other,test,1,
Quechua,quechua,audios/15621.wav,normal,Noqa chunka watayuqña kani,noqa chunka watayuqña kani,NA,other,test,1,
Quechua,quechua,audios/15622.wav,excluded,Chaninchay,chaninchay,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15623.wav,excluded,Aqhata apamuway,aqhata apamuway,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15624.wav,normal,Sara tarpusqanchisqa ñan ch'ichiramunqa,sara tarpusqanchisqa ñan ch'ichiramunqa,NA,other,test,1,
Quechua,quechua,audios/15625.wav,normal,Raphi,raphi,NA,other,train,1,
Quechua,quechua,audios/15626.wav,emergency,"Lloq´e makipi susunkhay, sonqo phatakiy qallariymi kanman.","lloq ́e makipi susunkhay, sonqo phatakiy qallariymi kanman.",NA,other,test,1,
Quechua,quechua,audios/15627.wav,normal,Imaymanatan llapan atisqayta ruwashani mana nishuta oqllarunaypaq.,imaymanatan llapan atisqayta ruwashani mana nishuta oqllarunaypaq.,NA,other,test,1,
Quechua,quechua,audios/15628.wav,excluded,Mayqenpas tusuchun,mayqenpas tusuchun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15629.wav,excluded,Huk warmi takiran,huk warmi takiran,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15630.wav,emergency,Chakata,chakata,NA,other,test,1,
Quechua,quechua,audios/15631.wav,excluded,Hallp´a p'ukuqa manan mikhunallapaqchu aswanqa uchukuta churanapaqwanmi,hallp ́a p'ukuqa manan mikhunallapaqchu aswanqa uchukuta churanapaqwanmi,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15632.wav,normal,Puna runakunaqa llama kunkamanta husut´ayuqmi puriranku,puna runakunaqa llama kunkamanta husut ́ayuqmi puriranku,NA,other,train,1,
Quechua,quechua,audios/15633.wav,normal,Ashkha tullukunata mach'aypi rikurani,ashkha tullukunata mach'aypi rikurani,NA,other,test,1,
Quechua,quechua,audios/15634.wav,normal,Waylluyqa allinmi.,waylluyqa allinmi.,NA,other,test,1,
Quechua,quechua,audios/15635.wav,normal,Kay mankapi wallpata mikhuni,kay mankapi wallpata mikhuni,NA,other,train,1,
Quechua,quechua,audios/15636.wav,excluded,Llapaykichis hamuychis,llapaykichis hamuychis,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15637.wav,excluded,"Sanki ruru pallaypas, mikhuypas sasallañan","sanki ruru pallaypas, mikhuypas sasallañan",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15638.wav,emergency,Mana tukukuq pampa,mana tukukuq pampa,NA,other,test,1,
Quechua,quechua,audios/15639.wav,normal,Noqa wasiykikama rini,noqa wasiykikama rini,NA,other,test,1,
Quechua,quechua,audios/15640.wav,normal,Chay k’anallapi uchu kashan,chay k’anallapi uchu kashan,NA,other,train,1,
Quechua,quechua,audios/15641.wav,normal,"Sasapunin, runakunaqa hatun phiñachikuykunatan panpachankuman.","sasapunin, runakunaqa hatun phiñachikuykunatan panpachankuman.",NA,other,train,1,
Quechua,quechua,audios/15642.wav,normal,Poqosqa franbuesakunaq mishk´in chay asnayninwan haqay q´oñi mit´aq sukrankunata yuyarichin.,poqosqa franbuesakunaq mishk ́in chay asnayninwan haqay q ́oñi mit ́aq sukrankunata yuyarichin.,NA,other,test,1,
Quechua,quechua,audios/15643.wav,emergency,Mana yuyayniyuq runakuna rimayninkuta  churayta munanku wakinman cheqninan kanan,mana yuyayniyuq runakuna rimayninkuta churayta munanku wakinman cheqninan kanan,NA,other,test,1,
Quechua,quechua,audios/15644.wav,normal,Sichus runa mana ayllunwan unay kan chayqa manan allin runachu kan.,sichus runa mana ayllunwan unay kan chayqa manan allin runachu kan.,NA,other,train,1,
Quechua,quechua,audios/15645.wav,emergency,Wañuchinapaq hampi,wañuchinapaq hampi,NA,other,test,1,
Quechua,quechua,audios/15646.wav,emergency,Wañuyniypa yuyaynin qatipawan.,wañuyniypa yuyaynin qatipawan.,NA,other,test,1,
Quechua,quechua,audios/15647.wav,emergency,Kay pachapiqa tukuy imapas kuyunmi,kay pachapiqa tukuy imapas kuyunmi,NA,other,test,1,
Quechua,quechua,audios/15648.wav,normal,Pablopiwanmi hamusqa,pablopiwanmi hamusqa,NA,other,train,1,
Quechua,quechua,audios/15649.wav,excluded,"Yachachiqmi rimashan, ama hark'asunchu","yachachiqmi rimashan, ama hark'asunchu",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15650.wav,excluded,Chakraypi oqata tarpuni,chakraypi oqata tarpuni,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15651.wav,excluded,Hukta qhawarinaypaqqa manañan reqsisqaykunaqa kasqachu,hukta qhawarinaypaqqa manañan reqsisqaykunaqa kasqachu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15652.wav,excluded,Warmikunaqa kukankuta huk llikllachapin apanku,warmikunaqa kukankuta huk llikllachapin apanku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15653.wav,excluded,"Mana para kanchu, apukunatacha phiñarachinku","mana para kanchu, apukunatacha phiñarachinku",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15654.wav,excluded,"Kay lapischakunata rakiy, llapanmanmi aypachinayki","kay lapischakunata rakiy, llapanmanmi aypachinayki",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15655.wav,emergency,Pablopiwanmi hamusqa,pablopiwanmi hamusqa,NA,other,test,1,
Quechua,quechua,audios/15656.wav,normal,Karullanmanta napaykunakusunchis.,karullanmanta napaykunakusunchis.,NA,other,train,1,
Quechua,quechua,audios/15657.wav,excluded,Uywa michiq llaqtakunaqa paqucha qarata mast’aykuspa samachisunki,uywa michiq llaqtakunaqa paqucha qarata mast’aykuspa samachisunki,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15658.wav,excluded,Hanaq pacha,hanaq pacha,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15659.wav,excluded,Rimayniyqa aswan thak runakunatan pisipachin.,rimayniyqa aswan thak runakunatan pisipachin.,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15660.wav,normal,Pay hatun wasipi tiyan,pay hatun wasipi tiyan,NA,other,test,1,
Quechua,quechua,audios/15661.wav,excluded,Asikullaq runapiqa amapunin sonqoykita churankichu.,asikullaq runapiqa amapunin sonqoykita churankichu.,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15662.wav,excluded,Aqhata apamuway,aqhata apamuway,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15663.wav,excluded,Qan chocolatita munanki,qan chocolatita munanki,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15664.wav,emergency,Akatanqaqa tarpuy wichaypin rikhurimun,akatanqaqa tarpuy wichaypin rikhurimun,NA,other,test,1,
Quechua,quechua,audios/15665.wav,excluded,Mach'aqllaña runakunapaqa chawpi kawsayninmi tukukapun,mach'aqllaña runakunapaqa chawpi kawsayninmi tukukapun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15666.wav,excluded,Wawaqa suti taytanman chimpaykun,wawaqa suti taytanman chimpaykun,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15667.wav,normal,P’uku,p’uku,NA,other,train,1,
Quechua,quechua,audios/15668.wav,excluded,"Waskhakunata mañariway, sach’akunatan wit'usaq.","waskhakunata mañariway, sach’akunatan wit'usaq.",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15669.wav,excluded,Lliw warmakuna rimanku,lliw warmakuna rimanku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15670.wav,excluded,Ninkun ñawpa runakunaqa ukumari qarawanmi p'achakuranku,ninkun ñawpa runakunaqa ukumari qarawanmi p'achakuranku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15671.wav,normal,Papay chay aqata upyaykuy,papay chay aqata upyaykuy,NA,other,test,1,
Quechua,quechua,audios/15672.wav,emergency,"Huk qhopo kurpunchispi hatariqtinqa, llapan kurpumanmi mirarinqa.","huk qhopo kurpunchispi hatariqtinqa, llapan kurpumanmi mirarinqa.",NA,other,test,1,
Quechua,quechua,audios/15673.wav,normal,Pay tusun,pay tusun,NA,other,train,1,
Quechua,quechua,audios/15674.wav,excluded,Chayrutaqa ch’uñu saqtayuqtan wayk´ukun,chayrutaqa ch’uñu saqtayuqtan wayk ́ukun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15675.wav,normal,Laq'apakuy,laq'apakuy,NA,other,test,1,
Quechua,quechua,audios/15676.wav,excluded,"Maman yana p´achawan churakusqa wañuqninta yuyarispa chayraykun, Yvonn phishqa wata taytan wañusqan qhepaman paqariran.","maman yana p ́achawan churakusqa wañuqninta yuyarispa chayraykun, yvonn phishqa wata taytan wañusqan qhepaman paqariran.",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/15677.wav,normal,Noqa wallpata mikhushani,noqa wallpata mikhushani,NA,other,test,1,
Quechua,quechua,audios/15678.wav,excluded,Noqa qoyllurta rikuni,noqa qoyllurta rikuni,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15679.wav,excluded,Kay rimaykunaq saphinta t'aqay,kay rimaykunaq saphinta t'aqay,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15680.wav,normal,Wak wasipi mamay kashan,wak wasipi mamay kashan,NA,other,test,1,
Quechua,quechua,audios/15681.wav,excluded,Mamaymi sumaq mikhunata wayk´un,mamaymi sumaq mikhunata wayk ́un,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/15682.wav,emergency,Misk’i yawarniyuq runakunas llakuntaqa q’aymallataraq mikhunanku.,misk’i yawarniyuq runakunas llakuntaqa q’aymallataraq mikhunanku.,NA,other,train,1,
Quechua,quechua,audios/15683.wav,normal,Chakmay,chakmay,NA,other,test,1,
Quechua,quechua,audios/15684.wav,excluded,Thantayay,thantayay,NA,other,train,0,non_canonical_emotion_label
